name,module,path,p1Path,p2Path,module_type
"M00370  Glucosinolate biosynthesis, tryptophan => glucobrassicin [PATH:map00380 map00966 map01210 map01100 map01110]",M00370 ,map00380 map00966 map01210 map01100 map01110,Biosynthesis of phytochemical compounds,Amino acid metabolism,pathway
"M00900  Cronin biosynthesis, zeaxanthin => crocin [PATH:map00999 map01100 map01110]",M00900 ,map00999 map01100 map01110,Biosynthesis of phytochemical compounds,Amino acid metabolism,pathway
"M00894  Cannabidiol biosynthesis, malonyl-CoA => cannabidiol/dronabinol [PATH:map00999 map01100 map01110]",M00894 ,map00999 map01100 map01110,Biosynthesis of phytochemical compounds,Amino acid metabolism,pathway
"M00902  Podophyllotoxin biosynthesis, coniferyl alcohol => podophyllotoxin [PATH:map00998 map01100 map01110]",M00902 ,map00998 map01100 map01110,Biosynthesis of phytochemical compounds,Amino acid metabolism,pathway
"M00672  Penicillin biosynthesis, aminoadipate + cycteine + valine => penicillin [PATH:map00311 map01100 map01110]",M00672 ,map00311 map01100 map01110,Biosynthesis of beta-lactams,Amino acid metabolism,pathway
"M00673  Cephamycin C biosynthesis, aminoadipate + cycteine + valine => cephamycin C [PATH:map00311 map01100 map01110]",M00673 ,map00311 map01100 map01110,Biosynthesis of beta-lactams,Amino acid metabolism,pathway
"M00675  Carbapenem-3-carboxylate biosynthesis, pyrroline-5-carboxylate + malonyl-CoA => carbapenem-3-carboxylate [PATH:map00332 map01100 map01110]",M00675 ,map00332 map01100 map01110,Biosynthesis of beta-lactams,Amino acid metabolism,pathway
"M00736  Nocardicin A biosynthesis, L-pHPG + arginine + serine => nocardicin A [PATH:map00261 map01100 map01110]",M00736 ,map00261 map01100 map01110,Biosynthesis of beta-lactams,Amino acid metabolism,pathway
"M00674  Clavaminate biosynthesis, arginine + glyceraldehyde-3P => clavaminate [PATH:map00331 map01100 map01110]",M00674 ,map00331 map01100 map01110,Biosynthesis of beta-lactams,Amino acid metabolism,pathway
M00877  Kanosamine biosynthesis glucose 6-phosphate => kanosamine [PATH:map00998 map01100 map01110],M00877 ,map00998 map01100 map01110,Biosynthesis of other antibiotics,Amino acid metabolism,pathway
"M00889  Puromycin biosynthesis, ATP => puromycin [PATH:map00998 map01100 map01110]",M00889 ,map00998 map01100 map01110,Biosynthesis of other antibiotics,Amino acid metabolism,pathway
"M00815  Validamycin A biosynthesis, sedoheptulopyranose-7P => validamycin A [PATH:map00525 map01100 map01110]",M00815 ,map00525 map01100 map01110,Biosynthesis of other antibiotics,Amino acid metabolism,pathway
"M00904  Dapdiamides biosynthesis, L-2,3-diaminopropanoate => dapdiamide A/B/C [PATH:map00997 map01100 map01110]",M00904 ,map00997 map01100 map01110,Biosynthesis of other antibiotics,Amino acid metabolism,pathway
"M00785  Cycloserine biosynthesis, arginine/serine => cycloserine [PATH:map00997 map01100 map01110]",M00785 ,map00997 map01100 map01110,Biosynthesis of other antibiotics,Amino acid metabolism,pathway
"M00787  Bacilysin biosynthesis, prephenate => bacilysin [PATH:map00998 map01100 map01110]",M00787 ,map00998 map01100 map01110,Biosynthesis of other antibiotics,Amino acid metabolism,pathway
"M00848  Aurachin biosynthesis, anthranilate => aurachin A [PATH:map00998 map01100 map01110]",M00848 ,map00998 map01100 map01110,Biosynthesis of other antibiotics,Amino acid metabolism,pathway
"M00788  Terpentecin biosynthesis, GGAP => terpentecin [PATH:map00999 map01100 map01110]",M00788 ,map00999 map01100 map01110,Biosynthesis of other antibiotics,Amino acid metabolism,pathway
"M00819  Pentalenolactone biosynthesis, farnesyl-PP => pentalenolactone [PATH:map00999 map01100 map01110]",M00819 ,map00999 map01100 map01110,Biosynthesis of other antibiotics,Amino acid metabolism,pathway
"M00903  Fosfomycin biosynthesis, phosphoenolpyruvate => fosfomycin [PATH:map00998 map01100 map01110]",M00903 ,map00998 map01100 map01110,Biosynthesis of other antibiotics,Amino acid metabolism,pathway
"M00890  Roseoflavin biosynthesis, FMN => roseoflavin [PATH:map00997 map01100 map01110]",M00890 ,map00997 map01100 map01110,Biosynthesis of other antibiotics,Amino acid metabolism,pathway
"M00661  Paspaline biosynthesis, geranylgeranyl-PP + indoleglycerol phosphate => paspaline [PATH:map00403 map01100 map01110]",M00661 ,map00403 map01100 map01110,Biosynthesis of other fungal compounds,Amino acid metabolism,pathway
"M00786  Fumitremorgin alkaloid biosynthesis, tryptophan + proline => fumitremorgin C/A [PATH:map00404 map01100 map01110]",M00786 ,map00404 map01100 map01110,Biosynthesis of other fungal compounds,Amino acid metabolism,pathway
"M00937  Aflatoxin biosynthesis, malonyl-CoA => aflatoxin B1 [PATH:map00254 map01100 map01110]",M00937 ,map00254 map01100 map01110,Biosynthesis of other fungal compounds,Amino acid metabolism,pathway
"M00893  Lovastatin biosynthesis, malonyl-CoA => lovastatin acid [PATH:map00999 map01100 map01110]",M00893 ,map00999 map01100 map01110,Biosynthesis of other fungal compounds,Amino acid metabolism,pathway
"M00891  Ditryptophenaline biosynthesis, tryptophan + phenylalanine => ditryptophenaline [PATH:map00998 map01100 map01110]",M00891 ,map00998 map01100 map01110,Biosynthesis of other fungal compounds,Amino acid metabolism,pathway
"M00901  Fumiquinazoline biosynthesis, tryptophan + alanine + anthranilate => fumiquinazoline [PATH:map00998 map01100 map01110]",M00901 ,map00998 map01100 map01110,Biosynthesis of other fungal compounds,Amino acid metabolism,pathway
"M00814  Acarbose biosynthesis, sedoheptulopyranose-7P => acarbose [PATH:map00525 map01100 map01110]",M00814 ,map00525 map01100 map01110,Biosynthesis of other bacterial compounds,Amino acid metabolism,pathway
"M00789  Rebeccamycin biosynthesis, tryptophan => rebeccamycin [PATH:map00404 map01100 map01110]",M00789 ,map00404 map01100 map01110,Biosynthesis of other bacterial compounds,Amino acid metabolism,pathway
"M00790  Pyrrolnitrin biosynthesis, tryptophan => pyrrolnitrin [PATH:map00404 map01100 map01110]",M00790 ,map00404 map01100 map01110,Biosynthesis of other bacterial compounds,Amino acid metabolism,pathway
"M00805  Staurosporine biosynthesis, tryptophan => staurosporine [PATH:map00404 map01100 map01110]",M00805 ,map00404 map01100 map01110,Biosynthesis of other bacterial compounds,Amino acid metabolism,pathway
"M00808  Violacein biosynthesis, tryptophan => violacein [PATH:map00404 map01100 map01110]",M00808 ,map00404 map01100 map01110,Biosynthesis of other bacterial compounds,Amino acid metabolism,pathway
"M00835  Pyocyanine biosynthesis, chorismate => pyocyanine [PATH:map00405 map01100 map01110]",M00835 ,map00405 map01100 map01110,Biosynthesis of other bacterial compounds,Amino acid metabolism,pathway
"M00837  Prodigiosin biosynthesis, L-proline => prodigiosin [PATH:map00333 map01100 map01110]",M00837 ,map00333 map01100 map01110,Biosynthesis of other bacterial compounds,Amino acid metabolism,pathway
"M00838  Undecylprodigiosin biosynthesis, L-proline => undecylprodigiosin [PATH:map00333 map01100 map01110]",M00838 ,map00333 map01100 map01110,Biosynthesis of other bacterial compounds,Amino acid metabolism,pathway
"M00921  Cyclooctatin biosynthesis, dimethylallyl-PP + isopentenyl-PP => cyclooctatin [PATH:map00900 map00999 map01100 map01110]",M00921 ,map00900 map00999 map01100 map01110,Biosynthesis of other bacterial compounds,Amino acid metabolism,pathway
"M00905  Grixazone biosynthesis, aspartate 4-semialdehyde => grixazone B [PATH:map00997 map01100 map01110]",M00905 ,map00997 map01100 map01110,Biosynthesis of other bacterial compounds,Amino acid metabolism,pathway
"M00876  Staphyloferrin A biosynthesis, L-ornithine => staphyloferrin A [PATH:map00997 map01100 map01110]",M00876 ,map00997 map01100 map01110,Biosynthesis of other bacterial compounds,Amino acid metabolism,pathway
"M00875  Staphyloferrin B biosynthesis, L-serine => staphyloferrin B [PATH:map00997 map01100 map01110]",M00875 ,map00997 map01100 map01110,Biosynthesis of other bacterial compounds,Amino acid metabolism,pathway
"M00918  Aerobactin biosynthesis, lysine => aerobactin [PATH:map00997 map01100 map01110]",M00918 ,map00997 map01100 map01110,Biosynthesis of other bacterial compounds,Amino acid metabolism,pathway
"M00906  Ethynylserine biosynthesis, lysine => ethynylserine [PATH:map00997 map01100 map01110]",M00906 ,map00997 map01100 map01110,Biosynthesis of other bacterial compounds,Amino acid metabolism,pathway
"M00538  Toluene degradation, toluene => benzoate [PATH:map00623 map01220 map01100 map01120]",M00538 ,map00623 map01220 map01100 map01120,Aromatics degradation,Amino acid metabolism,pathway
"M00537  Xylene degradation, xylene => methylbenzoate [PATH:map00622 map01220 map01100 map01120]",M00537 ,map00622 map01220 map01100 map01120,Aromatics degradation,Amino acid metabolism,pathway
"M00419  Cymene degradation, p-cymene => p-cumate [PATH:map00622 map01220 map01100 map01120]",M00419 ,map00622 map01220 map01100 map01120,Aromatics degradation,Amino acid metabolism,pathway
"M00547  Benzene/toluene degradation, benzene => catechol / toluene => 3-methylcatechol [PATH:map00361 map00362 map00623 map01220 map01100 map01120]",M00547 ,map00361 map00362 map00623 map01220 map01100 map01120,Aromatics degradation,Amino acid metabolism,pathway
"M00548  Benzene degradation, benzene => catechol [PATH:map00361 map00362 map01220 map01100 map01120]",M00548 ,map00361 map00362 map01220 map01100 map01120,Aromatics degradation,Amino acid metabolism,pathway
"M00551  Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol [PATH:map00362 map00622 map01220 map01100 map01120]",M00551 ,map00362 map00622 map01220 map01100 map01120,Aromatics degradation,Amino acid metabolism,pathway
"M00637  Anthranilate degradation, anthranilate => catechol [PATH:map00627 map01100 map01120]",M00637 ,map00627 map01100 map01120,Aromatics degradation,Amino acid metabolism,pathway
"M00568  Catechol ortho-cleavage, catechol => 3-oxoadipate [PATH:map00362 map01220 map01100 map01120]",M00568 ,map00362 map01220 map01100 map01120,Aromatics degradation,Amino acid metabolism,pathway
"M00569  Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA [PATH:map00362 map00622 map01220 map01100 map01120]",M00569 ,map00362 map00622 map01220 map01100 map01120,Aromatics degradation,Amino acid metabolism,pathway
"M00539  Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate [PATH:map00622 map01220 map01100 map01120]",M00539 ,map00622 map01220 map01100 map01120,Aromatics degradation,Amino acid metabolism,pathway
"M00543  Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate [PATH:map00621 map01220 map01100 map01120]",M00543 ,map00621 map01220 map01100 map01120,Aromatics degradation,Amino acid metabolism,pathway
"M00544  Carbazole degradation, carbazole => 2-oxopent-4-enoate + anthranilate [PATH:map00621 map01220 map01100 map01120]",M00544 ,map00621 map01220 map01100 map01120,Aromatics degradation,Amino acid metabolism,pathway
"M00418  Toluene degradation, anaerobic, toluene => benzoyl-CoA [PATH:map00623 map01220 map01100 map01120]",M00418 ,map00623 map01220 map01100 map01120,Aromatics degradation,Amino acid metabolism,pathway
"M00541  Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA [PATH:map00362 map01220 map01100 map01120]",M00541 ,map00362 map01220 map01100 map01120,Aromatics degradation,Amino acid metabolism,pathway
"M00540  Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA [PATH:map00362 map01220 map01100 map01120]",M00540 ,map00362 map01220 map01100 map01120,Aromatics degradation,Amino acid metabolism,pathway
"M00534  Naphthalene degradation, naphthalene => salicylate [PATH:map00626 map01220 map01100 map01120]",M00534 ,map00626 map01220 map01100 map01120,Aromatics degradation,Amino acid metabolism,pathway
"M00638  Salicylate degradation, salicylate => gentisate [PATH:map00626 map01100 map01120]",M00638 ,map00626 map01100 map01120,Aromatics degradation,Amino acid metabolism,pathway
"M00624  Terephthalate degradation, terephthalate => 3,4-dihydroxybenzoate [PATH:map00624 map01220 map01100 map01120]",M00624 ,map00624 map01220 map01100 map01120,Aromatics degradation,Amino acid metabolism,pathway
"M00623  Phthalate degradation, phthalate => protocatechuate [PATH:map00624 map01220 map01100 map01120]",M00623 ,map00624 map01220 map01100 map01120,Aromatics degradation,Amino acid metabolism,pathway
"M00636  Phthalate degradation, phthalate => protocatechuate [PATH:map00624 map01220 map01100 map01120]",M00636 ,map00624 map01220 map01100 map01120,Aromatics degradation,Amino acid metabolism,pathway
"M00878  Phenylacetate degradation, phenylaxetate => acetyl-CoA/succinyl-CoA [PATH:map00360 map01100 map01120]",M00878 ,map00360 map01100 map01120,Aromatics degradation,Amino acid metabolism,pathway
"M00545  Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA [PATH:map00360 map01220 map01100 map01120]",M00545 ,map00360 map01220 map01100 map01120,Aromatics degradation,Amino acid metabolism,pathway
"M00915  Caffeine degradation, caffeine => xanthine [PATH:map00232 map01100 map01120]",M00915 ,map00232 map01100 map01120,Aromatics degradation,Amino acid metabolism,pathway
"M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate [PATH:map00010 map01200 map01100]",M00001 ,map00010 map01200 map01100,Central carbohydrate metabolism,Glycan metabolism,pathway
"M00002  Glycolysis, core module involving three-carbon compounds [PATH:map00010 map01200 map01230 map01100]",M00002 ,map00010 map01200 map01230 map01100,Central carbohydrate metabolism,Glycan metabolism,pathway
"M00003  Gluconeogenesis, oxaloacetate => fructose-6P [PATH:map00010 map00020 map01100]",M00003 ,map00010 map00020 map01100,Central carbohydrate metabolism,Glycan metabolism,pathway
"M00307  Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map00010 map00020 map00620 map01200 map01100]",M00307 ,map00010 map00020 map00620 map01200 map01100,Central carbohydrate metabolism,Glycan metabolism,pathway
"M00009  Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]",M00009 ,map00020 map01200 map01100,Central carbohydrate metabolism,Glycan metabolism,pathway
"M00010  Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate [PATH:map00020 map01200 map01210 map01230 map01100]",M00010 ,map00020 map01200 map01210 map01230 map01100,Central carbohydrate metabolism,Glycan metabolism,pathway
"M00011  Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map00020 map01200 map01100]",M00011 ,map00020 map01200 map01100,Central carbohydrate metabolism,Glycan metabolism,pathway
M00004  Pentose phosphate pathway (Pentose phosphate cycle) [PATH:map00030 map01200 map01100 map01120],M00004 ,map00030 map01200 map01100 map01120,Central carbohydrate metabolism,Glycan metabolism,pathway
"M00006  Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P [PATH:map00030 map01200 map01100 map01120]",M00006 ,map00030 map01200 map01100 map01120,Central carbohydrate metabolism,Glycan metabolism,pathway
"M00007  Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P [PATH:map00030 map01200 map01230 map01100 map01120]",M00007 ,map00030 map01200 map01230 map01100 map01120,Central carbohydrate metabolism,Glycan metabolism,pathway
"M00580  Pentose phosphate pathway, archaea, fructose 6P => ribose 5P [PATH:map00030 map01200 map01230 map01100 map01120]",M00580 ,map00030 map01200 map01230 map01100 map01120,Central carbohydrate metabolism,Glycan metabolism,pathway
"M00005  PRPP biosynthesis, ribose 5P => PRPP [PATH:map00030 map00230 map01200 map01230 map01100]",M00005 ,map00030 map00230 map01200 map01230 map01100,Central carbohydrate metabolism,Glycan metabolism,pathway
"M00008  Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate [PATH:map00030 map01200 map01100 map01120]",M00008 ,map00030 map01200 map01100 map01120,Central carbohydrate metabolism,Glycan metabolism,pathway
"M00308  Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map00030 map01200 map01100 map01120]",M00308 ,map00030 map01200 map01100 map01120,Central carbohydrate metabolism,Glycan metabolism,pathway
"M00633  Semi-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate-3P [PATH:map00030 map00052 map01200 map01100]",M00633 ,map00030 map00052 map01200 map01100,Central carbohydrate metabolism,Glycan metabolism,pathway
"M00309  Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate [PATH:map00030 map00052 map01200 map01100 map01120]",M00309 ,map00030 map00052 map01200 map01100 map01120,Central carbohydrate metabolism,Glycan metabolism,pathway
M00014  Glucuronate pathway (uronate pathway) [PATH:map00040 map01100],M00014 ,map00040 map01100,Other carbohydrate metabolism,Glycan metabolism,pathway
"M00630  D-Galacturonate degradation (fungi), D-galacturonate => glycerol [PATH:map00040 map01100]",M00630 ,map00040 map01100,Other carbohydrate metabolism,Glycan metabolism,pathway
"M00631  D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P [PATH:map00040 map00030 map01100]",M00631 ,map00040 map00030 map01100,Other carbohydrate metabolism,Glycan metabolism,pathway
"M00061  D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P [PATH:map00040 map00030 map01100]",M00061 ,map00040 map00030 map01100,Other carbohydrate metabolism,Glycan metabolism,pathway
M00081  Pectin degradation [PATH:map00040 map01100],M00081 ,map00040 map01100,Other carbohydrate metabolism,Glycan metabolism,pathway
"M00632  Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P [PATH:map00052 map01100]",M00632 ,map00052 map01100,Other carbohydrate metabolism,Glycan metabolism,pathway
"M00552  D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P [PATH:map00052 map01100]",M00552 ,map00052 map01100,Other carbohydrate metabolism,Glycan metabolism,pathway
"M00129  Ascorbate biosynthesis, animals, glucose-1P => ascorbate [PATH:map00040 map00053 map01240 map01100]",M00129 ,map00040 map00053 map01240 map01100,Other carbohydrate metabolism,Glycan metabolism,pathway
"M00114  Ascorbate biosynthesis, plants, fructose-6P => ascorbate [PATH:map00051 map00053 map01240 map01100 map01110]",M00114 ,map00051 map00053 map01240 map01100 map01110,Other carbohydrate metabolism,Glycan metabolism,pathway
"M00550  Ascorbate degradation, ascorbate => D-xylulose-5P [PATH:map00053 map01100 map01120]",M00550 ,map00053 map01100 map01120,Other carbohydrate metabolism,Glycan metabolism,pathway
"M00854  Glycogen biosynthesis, glucose-1P => glycogen/starch [PATH:map00500 map01100]",M00854 ,map00500 map01100,Other carbohydrate metabolism,Glycan metabolism,pathway
"M00855  Glycogen degradation, glycogen => glucose-6P [PATH:map00500 map01100]",M00855 ,map00500 map01100,Other carbohydrate metabolism,Glycan metabolism,pathway
"M00565  Trehalose biosynthesis, D-glucose 1P => trehalose [PATH:map00500 map01100 map01110]",M00565 ,map00500 map01100 map01110,Other carbohydrate metabolism,Glycan metabolism,pathway
"M00549  Nucleotide sugar biosynthesis, glucose => UDP-glucose [PATH:map00520 map01250 map01100]",M00549 ,map00520 map01250 map01100,Other carbohydrate metabolism,Glycan metabolism,pathway
"M00554  Nucleotide sugar biosynthesis, galactose => UDP-galactose [PATH:map00520 map00052 map01250 map01100]",M00554 ,map00520 map00052 map01250 map01100,Other carbohydrate metabolism,Glycan metabolism,pathway
"M00892  UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc [PATH:map00520 map01250 map01100]",M00892 ,map00520 map01250 map01100,Other carbohydrate metabolism,Glycan metabolism,pathway
"M00909  UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc [PATH:map00520 map01250 map01100]",M00909 ,map00520 map01250 map01100,Other carbohydrate metabolism,Glycan metabolism,pathway
"M00761  Undecaprenylphosphate alpha-L-Ara4N biosynthesis, UDP-GlcA => undecaprenyl phosphate alpha-L-Ara4N [PATH:map00520 map01100]",M00761 ,map00520 map01100,Other carbohydrate metabolism,Glycan metabolism,pathway
M00012  Glyoxylate cycle [PATH:map00630 map01200 map01100 map01110],M00012 ,map00630 map01200 map01100 map01110,Other carbohydrate metabolism,Glycan metabolism,pathway
M00373  Ethylmalonyl pathway [PATH:map00630 map01200 map01100 map01120],M00373 ,map00630 map01200 map01100 map01120,Other carbohydrate metabolism,Glycan metabolism,pathway
M00740  Methylaspartate cycle [PATH:map00020 map00250 map00630 map01200 map01100 map01120],M00740 ,map00020 map00250 map00630 map01200 map01100 map01120,Other carbohydrate metabolism,Glycan metabolism,pathway
M00532  Photorespiration [PATH:map00630 map01200 map01100 map01110],M00532 ,map00630 map01200 map01100 map01110,Other carbohydrate metabolism,Glycan metabolism,pathway
"M00013  Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA [PATH:map00410 map00640 map01200 map01100]",M00013 ,map00410 map00640 map01200 map01100,Other carbohydrate metabolism,Glycan metabolism,pathway
"M00741  Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA [PATH:map00280 map00630 map00640 map01200 map01100]",M00741 ,map00280 map00630 map00640 map01200 map01100,Other carbohydrate metabolism,Glycan metabolism,pathway
"M00130  Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4 [PATH:map00562 map01100]",M00130 ,map00562 map01100,Other carbohydrate metabolism,Glycan metabolism,pathway
"M00131  Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol [PATH:map00562 map01100]",M00131 ,map00562 map01100,Other carbohydrate metabolism,Glycan metabolism,pathway
"M00132  Inositol phosphate metabolism, Ins(1,3,4)P3 => phytate [PATH:map00562 map01100]",M00132 ,map00562 map01100,Other carbohydrate metabolism,Glycan metabolism,pathway
M00165  Reductive pentose phosphate cycle (Calvin cycle) [PATH:map00710 map01200 map01100 map01120],M00165 ,map00710 map01200 map01100 map01120,Carbon fixation,Glycan metabolism,pathway
"M00166  Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P [PATH:map00710 map01200 map01100 map01120]",M00166 ,map00710 map01200 map01100 map01120,Carbon fixation,Glycan metabolism,pathway
"M00167  Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P [PATH:map00710 map01200 map01100 map01120]",M00167 ,map00710 map01200 map01100 map01120,Carbon fixation,Glycan metabolism,pathway
"M00168  CAM (Crassulacean acid metabolism), dark [PATH:map00620 map00710 map01200 map01100 map01120]",M00168 ,map00620 map00710 map01200 map01100 map01120,Carbon fixation,Glycan metabolism,pathway
"M00169  CAM (Crassulacean acid metabolism), light [PATH:map00620 map00710 map01200 map01100 map01120]",M00169 ,map00620 map00710 map01200 map01100 map01120,Carbon fixation,Glycan metabolism,pathway
"M00172  C4-dicarboxylic acid cycle, NADP - malic enzyme type [PATH:map00620 map00710 map01200 map01100 map01120]",M00172 ,map00620 map00710 map01200 map01100 map01120,Carbon fixation,Glycan metabolism,pathway
"M00171  C4-dicarboxylic acid cycle, NAD - malic enzyme type [PATH:map00710 map01200 map01100 map01120]",M00171 ,map00710 map01200 map01100 map01120,Carbon fixation,Glycan metabolism,pathway
"M00170  C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type [PATH:map00710 map01200 map01100 map01120]",M00170 ,map00710 map01200 map01100 map01120,Carbon fixation,Glycan metabolism,pathway
M00173  Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map00720 map01200 map01100 map01120],M00173 ,map00720 map01200 map01100 map01120,Carbon fixation,Glycan metabolism,pathway
M00376  3-Hydroxypropionate bi-cycle [PATH:map00720 map01200 map01100 map01120],M00376 ,map00720 map01200 map01100 map01120,Carbon fixation,Glycan metabolism,pathway
M00375  Hydroxypropionate-hydroxybutylate cycle [PATH:map00720 map01200 map01100 map01120],M00375 ,map00720 map01200 map01100 map01120,Carbon fixation,Glycan metabolism,pathway
M00374  Dicarboxylate-hydroxybutyrate cycle [PATH:map00720 map01200 map01100 map01120],M00374 ,map00720 map01200 map01100 map01120,Carbon fixation,Glycan metabolism,pathway
M00377  Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) [PATH:map00720 map01200 map01100 map01120],M00377 ,map00720 map01200 map01100 map01120,Carbon fixation,Glycan metabolism,pathway
"M00579  Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate [PATH:map00430 map00620 map00720 map01200 map01100 map01120]",M00579 ,map00430 map00620 map00720 map01200 map01100 map01120,Carbon fixation,Glycan metabolism,pathway
"M00620  Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate [PATH:map00720 map01200 map01100 map01120]",M00620 ,map00720 map01200 map01100 map01120,Carbon fixation,Glycan metabolism,pathway
"M00567  Methanogenesis, CO2 => methane [PATH:map00680 map01200 map01100 map01120]",M00567 ,map00680 map01200 map01100 map01120,Methane metabolism,Glycan metabolism,pathway
"M00357  Methanogenesis, acetate => methane [PATH:map00680 map01200 map01100 map01120]",M00357 ,map00680 map01200 map01100 map01120,Methane metabolism,Glycan metabolism,pathway
"M00356  Methanogenesis, methanol => methane [PATH:map00680 map01200 map01100 map01120]",M00356 ,map00680 map01200 map01100 map01120,Methane metabolism,Glycan metabolism,pathway
"M00563  Methanogenesis, methylamine/dimethylamine/trimethylamine => methane [PATH:map00680 map01200 map01100 map01120]",M00563 ,map00680 map01200 map01100 map01120,Methane metabolism,Glycan metabolism,pathway
M00358  Coenzyme M biosynthesis [PATH:map00680 map01240 map01100 map01120],M00358 ,map00680 map01240 map01100 map01120,Methane metabolism,Glycan metabolism,pathway
"M00608  2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate [PATH:map00300 map00680 map01210 map01230 map01240 map01100 map01120]",M00608 ,map00300 map00680 map01210 map01230 map01240 map01100 map01120,Methane metabolism,Glycan metabolism,pathway
"M00174  Methane oxidation, methanotroph, methane => formaldehyde [PATH:map00680 map01200 map01220 map01100 map01120]",M00174 ,map00680 map01200 map01220 map01100 map01120,Methane metabolism,Glycan metabolism,pathway
"M00346  Formaldehyde assimilation, serine pathway [PATH:map00680 map01200 map01100 map01120]",M00346 ,map00680 map01200 map01100 map01120,Methane metabolism,Glycan metabolism,pathway
"M00345  Formaldehyde assimilation, ribulose monophosphate pathway [PATH:map00030 map00680 map01200 map01230 map01100 map01120]",M00345 ,map00030 map00680 map01200 map01230 map01100 map01120,Methane metabolism,Glycan metabolism,pathway
"M00344  Formaldehyde assimilation, xylulose monophosphate pathway [PATH:map00680 map01200 map01100 map01120]",M00344 ,map00680 map01200 map01100 map01120,Methane metabolism,Glycan metabolism,pathway
"M00378  F420 biosynthesis, archaea [PATH:map00680 map01240 map01100 map01120]",M00378 ,map00680 map01240 map01100 map01120,Methane metabolism,Glycan metabolism,pathway
M00935  Methanofuran biosynthesis [PATH:map00680 map01240 map01100],M00935 ,map00680 map01240 map01100,Methane metabolism,Glycan metabolism,pathway
"M00422  Acetyl-CoA pathway, CO2 => acetyl-CoA [PATH:map00680 map01200 map01100 map01120]",M00422 ,map00680 map01200 map01100 map01120,Methane metabolism,Glycan metabolism,pathway
"M00175  Nitrogen fixation, nitrogen => ammonia [PATH:map00910 map01100 map01120]",M00175 ,map00910 map01100 map01120,Nitrogen metabolism,Glycan metabolism,pathway
"M00531  Assimilatory nitrate reduction, nitrate => ammonia [PATH:map00910 map01100 map01120]",M00531 ,map00910 map01100 map01120,Nitrogen metabolism,Glycan metabolism,pathway
"M00530  Dissimilatory nitrate reduction, nitrate => ammonia [PATH:map00910 map01100 map01120]",M00530 ,map00910 map01100 map01120,Nitrogen metabolism,Glycan metabolism,pathway
"M00529  Denitrification, nitrate => nitrogen [PATH:map00910 map01100 map01120]",M00529 ,map00910 map01100 map01120,Nitrogen metabolism,Glycan metabolism,pathway
"M00528  Nitrification, ammonia => nitrite [PATH:map00910 map01100 map01120]",M00528 ,map00910 map01100 map01120,Nitrogen metabolism,Glycan metabolism,pathway
"M00804  Complete nitrification, comammox, ammonia => nitrite => nitrate [PATH:map00910 map01100 map01120]",M00804 ,map00910 map01100 map01120,Nitrogen metabolism,Glycan metabolism,pathway
